bank_txn_ref,posting_date,value_date,amount,currency,debit_credit,narration,bank_branch,source_system,fees_deducted
BK-128f89b88b,2024-02-06,2024-02-06,30484.68,KES,CR,MPESA 26639,BBR01,MPESA,144.24
BK-67ea3ba6e2,2024-03-15,2024-03-15,18903.06,KES,CR,M-PESA PAY 26945,BBR06,MPESA,68.3
BK-bf936038cd,2024-03-03,2024-03-03,20189.33,KES,CR,CHQ DEP MBR 28904,BBR08,CHEQUE,143.45
BK-1a597ac641,2024-02-10,2024-02-10,41889.8,KES,CR,Mobile payment MBR 20273,BBR12,MPESA,55.24
BK-a3cf4280a4,2024-03-08,2024-03-08,25000.19,KES,CR,CHQ DEP for MBR 24317,BBR01,CHEQUE,96.87
BK-83004df269,2024-02-25,2024-02-25,14242.31,KES,CR,MPESA 20350,BBR09,MPESA,33.53
BK-d7f5847efc,2024-01-09,2024-01-09,39701.48,KES,CR,CHQ DEP for MBR 21614,BBR07,CHEQUE,63.58
BK-56a5121b6a,2024-03-19,2024-03-19,5665.04,KES,CR,MPESA 26148,BBR05,MPESA,40.41
BK-43c16e96a4,2024-01-27,2024-01-27,14045.94,KES,CR,CASH DEP 25990,BBR05,CASH,94.31
BK-ccceb7bfef,2024-02-02,2024-02-02,13242.57,KES,CR,CHQ DEP MBR 28599,BBR07,CHEQUE,54.12
BK-af42670b25,2024-03-11,2024-03-11,1755.25,KES,CR,Cash DEP acc 27397,BBR08,CASH,10.7
BK-cd1e5a8d6e,2024-02-13,2024-02-13,41970.11,KES,CR,MPESA 27145,BBR11,MPESA,115.34
BK-4e09dfe60d,2024-01-09,2024-01-09,26409.51,KES,CR,Cash DEP acc 23024,BBR04,CASH,169.98
BK-6a6e699748,2024-03-27,2024-03-27,21789.75,KES,CR,CASH DEP 26950,BBR12,CASH,95.55
BK-376c0d54e1,2024-01-08,2024-01-08,2006.39,KES,CR,Cash DEP acc 22658,BBR10,CASH,4.78
BK-8927674e1d,2024-03-12,2024-03-12,8331.83,KES,CR,Mobile payment MBR 25113,BBR07,MPESA,19.44
BK-a0521f2a61,2024-03-15,2024-03-15,44502.95,KES,CR,CHQ DEP MBR 24176,BBR02,CHEQUE,263.9
BK-f568f3fe53,2024-01-09,2024-01-09,9613.92,KES,CR,MPESA 23370,BBR15,MPESA,15.21
BK-a48ccd60de,2024-01-25,2024-01-25,24986.4,KES,CR,M-PESA PAY 22459,BBR09,MPESA,66.22
BK-b609d652d9,2024-01-03,2024-01-03,46073.05,KES,CR,MPESA 26790,BBR07,MPESA,196.19
BK-ff76df77c3,2024-01-08,2024-01-08,11502.78,KES,CR,CHQ DEP for MBR 20862,BBR08,CHEQUE,44.88
BK-b1ee704edf,2024-02-08,2024-02-08,10791.14,KES,CR,CHQ DEP for MBR 26101,BBR08,CHEQUE,78.33
BK-7b2cccf6d1,2024-03-08,2024-03-08,13457.89,KES,CR,CHQ dep MBR 24587,BBR10,CHEQUE,57.52
BK-339cf02801,2024-03-30,2024-03-30,23616.98,KES,CR,Cash DEP acc 21981,BBR09,CASH,87.26
BK-507acf153d,2024-03-10,2024-03-10,23337.65,KES,CR,CASH DEP 26895,BBR09,CASH,143.58
BK-4ef5ed93da,2024-03-15,2024-03-15,45776.76,KES,CR,CHQ DEP for MBR 23669,BBR10,CHEQUE,284.31
BK-27e869cc09,2024-04-02,2024-04-02,20011.25,KES,CR,CHQ dep MBR 25281,BBR03,CHEQUE,81.48
BK-746a86259d,2024-02-20,2024-02-20,16074.17,KES,CR,Mobile payment MBR 24152,BBR14,MPESA,122.46
BK-3e55b80c35,2024-02-24,2024-02-24,17140.58,KES,CR,MPESA 23743,BBR11,MPESA,136.54
BK-3657080c78,2024-02-19,2024-02-19,21363.76,KES,CR,Mobile payment MBR 27437,BBR09,MPESA,100.45
BK-d33ceebe4e,2024-03-07,2024-03-07,22326.07,KES,CR,Cash DEP acc 25655,BBR14,CASH,140.23
BK-7d87fa9988,2024-03-27,2024-03-27,37558.24,KES,CR,Mobile payment MBR 25067,BBR06,MPESA,70.55
BK-a89b68d07e,2024-01-02,2024-01-02,901.07,KES,CR,Cash DEP acc 27183,BBR09,CASH,5.03
BK-0504cf171c,2024-03-04,2024-03-04,32363.49,KES,CR,CHQ DEP MBR 22306,BBR03,CHEQUE,215.04
BK-0a399d68da,2024-03-12,2024-03-12,13362.98,KES,CR,M-PESA PAY 25889,BBR02,MPESA,100.45
BK-efef6a3ed8,2024-01-06,2024-01-06,2565.14,KES,CR,CHQ DEP for MBR 27041,BBR13,CHEQUE,5.39
BK-1f26d41400,2024-01-26,2024-01-26,41776.76,KES,CR,Mobile payment MBR 20214,BBR04,MPESA,149.26
BK-05f6affc51,2024-03-05,2024-03-05,25675.21,KES,CR,CHQ DEP MBR 21391,BBR06,CHEQUE,130.24
BK-7e6c7b87ac,2024-03-19,2024-03-19,11709.36,KES,CR,M-PESA PAY 27843,BBR09,MPESA,75.45
BK-d81ce2265d,2024-01-23,2024-01-23,25521.08,KES,CR,CHQ DEP MBR 29972,BBR04,CHEQUE,150.68
BK-7c95cf56eb,2024-02-24,2024-02-24,43941.05,KES,CR,CASH DEP 21254,BBR14,CASH,85.34
BK-4fcdbad7b4,2024-01-29,2024-01-29,709.93,KES,CR,CASH DEP 22814,BBR08,CASH,4.35
BK-2583820654,2024-03-21,2024-03-21,16704.31,KES,CR,CHQ dep MBR 21283,BBR11,CHEQUE,129.17
BK-9a4e4b5a41,2024-01-15,2024-01-15,47019.55,KES,CR,CHQ DEP for MBR 22884,BBR14,CHEQUE,193.25
BK-79fcf89806,2024-02-19,2024-02-19,6926.87,KES,CR,Cash DEP acc 29656,BBR12,CASH,28.2
BK-c39f14e6c5,2024-02-24,2024-02-24,11496.6,KES,CR,CASH DEP 25884,BBR03,CASH,14.41
BK-c414f121c1,2024-01-04,2024-01-04,35349.7,KES,CR,CHQ DEP MBR 29975,BBR15,CHEQUE,284.55
BK-dfcac13116,2024-02-15,2024-02-15,21351.06,KES,CR,CASH DEP 28230,BBR08,CASH,153.21
BK-634723e2e5,2024-02-27,2024-02-27,8245.28,KES,CR,CHQ DEP MBR 24849,BBR02,CHEQUE,58.97
BK-fc1c59e6fe,2024-01-01,2024-01-01,49346.34,KES,CR,Cash DEP acc 21110,BBR12,CASH,264.31
BK-5d840587f9,2024-01-17,2024-01-17,49116.57,KES,CR,M-PESA PAY 24566,BBR06,MPESA,259.88
BK-1293e47656,2024-03-12,2024-03-12,21717.61,KES,CR,Mobile payment MBR 24438,BBR13,MPESA,129.36
BK-c86c7f2b15,2024-03-11,2024-03-11,27890.88,KES,CR,CHQ DEP MBR 29653,BBR10,CHEQUE,155.27
BK-9e523e385a,2024-01-02,2024-01-02,10939.34,KES,CR,MPESA 22065,BBR04,MPESA,66.84
BK-6475e92e17,2024-01-28,2024-01-28,11619.77,KES,CR,CHQ DEP MBR 27524,BBR07,CHEQUE,71.87
BK-728170aa6e,2024-01-13,2024-01-13,39368.7,KES,CR,MPESA 24934,BBR04,MPESA,231.76
BK-d830cfe634,2024-03-18,2024-03-18,2261.42,KES,CR,CHQ DEP for MBR 23545,BBR11,CHEQUE,13.36
BK-4c5eb113da,2024-02-16,2024-02-16,40562.01,KES,CR,MPESA 20225,BBR01,MPESA,246.89
BK-d3cc53d354,2024-01-16,2024-01-16,22334.27,KES,CR,CHQ DEP MBR 24717,BBR12,CHEQUE,140.66
BK-f0238ba71f,2024-01-28,2024-01-28,47752.88,KES,CR,M-PESA PAY 25455,BBR02,MPESA,119.6
BK-11b7df7108,2024-03-06,2024-03-06,12490.74,KES,CR,CHQ dep MBR 26554,BBR01,CHEQUE,80.32
BK-4224f43f6c,2024-01-07,2024-01-07,34307.26,KES,CR,CHQ DEP for MBR 28365,BBR03,CHEQUE,245.29
BK-4c8c283e74,2024-02-07,2024-02-07,28335.89,KES,CR,M-PESA PAY 28433,BBR04,MPESA,50.95
BK-cd57199503,2024-03-27,2024-03-27,36273.87,KES,CR,MPESA 20149,BBR11,MPESA,161.03
BK-43f389f459,2024-02-25,2024-02-25,37978.42,KES,CR,CHQ dep MBR 25320,BBR14,CHEQUE,203.45
BK-71c812c8d5,2024-01-27,2024-01-27,21362.98,KES,CR,Cash DEP acc 23785,BBR10,CASH,172.0
BK-6d9da05675,2024-02-17,2024-02-17,13045.07,KES,CR,MPESA 21465,BBR04,MPESA,73.75
BK-7f4c250da8,2024-01-16,2024-01-16,19530.01,KES,CR,MPESA 20598,BBR15,MPESA,155.61
BK-b9db2e002d,2024-01-08,2024-01-08,45888.31,KES,CR,Cash DEP acc 26374,BBR06,CASH,241.85
BK-e57e8ef211,2024-04-02,2024-04-02,45775.38,KES,CR,Mobile payment MBR 20824,BBR05,MPESA,124.43
BK-b408021ff1,2024-02-14,2024-02-14,22332.94,KES,CR,CHQ dep MBR 22487,BBR04,CHEQUE,114.44
BK-f8733d2edf,2024-01-11,2024-01-11,42604.23,KES,CR,Cash DEP acc 22647,BBR13,CASH,157.51
BK-c63d2023c6,2024-01-07,2024-01-07,35504.62,KES,CR,CHQ DEP MBR 23010,BBR03,CHEQUE,70.21
BK-e50db8332a,2024-01-05,2024-01-05,39201.84,KES,CR,Mobile payment MBR 20072,BBR07,MPESA,309.94
BK-5b8f682a8e,2024-03-28,2024-03-28,26229.05,KES,CR,Cash DEP acc 20948,BBR14,CASH,135.42
BK-27560f04c4,2024-02-12,2024-02-12,39818.43,KES,CR,M-PESA PAY 27758,BBR11,MPESA,117.43
BK-ddf7502ce1,2024-02-18,2024-02-18,29764.56,KES,CR,MPESA 26441,BBR04,MPESA,118.39
BK-56652757ef,2024-01-31,2024-01-31,1207.34,KES,CR,CHQ dep MBR 27807,BBR09,CHEQUE,2.69
BK-7a46661cba,2024-01-10,2024-01-10,17308.64,KES,CR,MPESA 22507,BBR14,MPESA,18.45
BK-9a24bbd03e,2024-01-10,2024-01-10,39349.22,KES,CR,CHQ DEP for MBR 29795,BBR01,CHEQUE,217.51
BK-ce702a48b0,2024-02-19,2024-02-19,25109.76,KES,CR,Cash DEP acc 26096,BBR13,CASH,28.89
BK-bacd224347,2024-02-06,2024-02-06,12580.59,KES,CR,CHQ DEP MBR 22058,BBR02,CHEQUE,18.89
BK-2f6082c89f,2024-01-28,2024-01-28,40813.3,KES,CR,CHQ DEP for MBR 28730,BBR12,CHEQUE,233.35
BK-650e7c7866,2024-01-28,2024-01-28,32168.48,KES,CR,CHQ DEP MBR 27004,BBR03,CHEQUE,120.34
BK-6eacaec0a5,2024-01-22,2024-01-22,12279.99,KES,CR,MPESA 20590,BBR04,MPESA,63.21
BK-1b26c0adbd,2024-03-28,2024-03-28,10646.91,KES,CR,Mobile payment MBR 22270,BBR05,MPESA,51.74
BK-c8696121fa,2024-01-19,2024-01-19,49019.2,KES,CR,CHQ DEP for MBR 25629,BBR05,CHEQUE,394.47
BK-6e62a5ed4e,2024-02-01,2024-02-01,10847.15,KES,CR,CASH DEP 29504,BBR02,CASH,37.65
BK-71609795d0,2024-01-09,2024-01-09,44777.64,KES,CR,M-PESA PAY 25144,BBR13,MPESA,94.43
BK-3c7135d6ae,2024-03-07,2024-03-07,39106.5,KES,CR,Mobile payment MBR 29103,BBR08,MPESA,193.59
BK-2e4a68d67b,2024-01-28,2024-01-28,43291.25,KES,CR,Cash DEP acc 24726,BBR13,CASH,149.28
BK-735d34d8d0,2024-03-24,2024-03-24,48751.69,KES,CR,Cash DEP acc 26921,BBR02,CASH,205.57
BK-ec1adeab8f,2024-03-15,2024-03-15,47002.66,KES,CR,CASH DEP 20782,BBR14,CASH,93.82
BK-96cbcbc0e3,2024-01-13,2024-01-13,13496.58,KES,CR,CHQ dep MBR 21397,BBR15,CHEQUE,56.29
BK-9a5ac2c9ab,2024-02-16,2024-02-16,45020.34,KES,CR,CASH DEP 24188,BBR15,CASH,228.76
BK-4f60146f88,2024-03-11,2024-03-11,24370.11,KES,CR,Cash DEP acc 28946,BBR05,CASH,42.29
BK-70d5a37180,2024-02-04,2024-02-04,12724.76,KES,CR,CHQ dep MBR 25152,BBR15,CHEQUE,40.67
BK-06b577a0a2,2024-03-04,2024-03-04,43308.58,KES,CR,Mobile payment MBR 27688,BBR12,MPESA,227.49
BK-e7f7f6eb5a,2024-02-10,2024-02-10,9375.84,KES,CR,Cash DEP acc 29815,BBR14,CASH,31.07
BK-47ce94bc2a,2024-03-15,2024-03-15,39510.76,KES,CR,M-PESA PAY 28261,BBR15,MPESA,101.05
BK-0d45fb7fa5,2024-01-25,2024-01-25,37694.16,KES,CR,CHQ DEP for MBR 23111,BBR14,CHEQUE,186.51
BK-a7ec4ae85e,2024-01-16,2024-01-16,31962.1,KES,CR,CHQ DEP MBR 23042,BBR14,CHEQUE,187.93
BK-36f7de3fe7,2024-01-23,2024-01-23,41159.87,KES,CR,CASH DEP 21162,BBR14,CASH,145.63
BK-82dd14164c,2024-01-01,2024-01-01,26303.43,KES,CR,CHQ DEP MBR 28592,BBR09,CHEQUE,48.14
BK-62eaf9a51a,2024-02-07,2024-02-07,38097.9,KES,CR,CHQ dep MBR 24224,BBR11,CHEQUE,173.64
BK-4d89b4dc05,2024-02-28,2024-02-28,40850.34,KES,CR,Cash DEP acc 21100,BBR05,CASH,224.07
BK-70f231146b,2024-03-02,2024-03-02,49175.96,KES,CR,CHQ DEP for MBR 25431,BBR13,CHEQUE,257.31
BK-8848fa6616,2024-01-09,2024-01-09,21556.04,KES,CR,CASH DEP 28304,BBR14,CASH,58.97
BK-89a9d7bfef,2024-02-05,2024-02-05,31371.8,KES,CR,M-PESA PAY 28994,BBR07,MPESA,200.59
BK-3b830b9256,2024-01-15,2024-01-15,47587.25,KES,CR,Cash DEP acc 28224,BBR13,CASH,359.7
BK-adfb6fb290,2024-01-14,2024-01-14,1191.56,KES,CR,CHQ DEP MBR 24874,BBR15,CHEQUE,6.67
BK-361da70425,2024-02-23,2024-02-23,45562.85,KES,CR,Mobile payment MBR 29278,BBR09,MPESA,136.55
BK-b423e864dd,2024-03-14,2024-03-14,18896.68,KES,CR,M-PESA PAY 29205,BBR13,MPESA,69.64
BK-beda87e06a,2024-03-13,2024-03-13,29066.76,KES,CR,Mobile payment MBR 28769,BBR07,MPESA,107.58
BK-fc060b2c84,2024-03-14,2024-03-14,42185.1,KES,CR,CHQ DEP for MBR 25286,BBR11,CHEQUE,85.1
BK-ff3e553225,2024-01-04,2024-01-04,5493.88,KES,CR,Cash DEP acc 22691,BBR08,CASH,38.12
BK-1f5fbc7160,2024-02-26,2024-02-26,25608.96,KES,CR,CHQ dep MBR 20130,BBR08,CHEQUE,206.15
BK-1da54fadcb,2024-03-25,2024-03-25,38665.88,KES,CR,CHQ dep MBR 25805,BBR14,CHEQUE,96.23
BK-8f6f0eb153,2024-01-22,2024-01-22,36046.03,KES,CR,CHQ DEP MBR 26832,BBR09,CHEQUE,285.95
BK-4309129c55,2024-01-04,2024-01-04,40047.16,KES,CR,CHQ dep MBR 27502,BBR08,CHEQUE,179.94
BK-5c4bbc2b54,2024-02-22,2024-02-22,31311.45,KES,CR,Mobile payment MBR 28108,BBR11,MPESA,235.01
BK-f4db3c3fa4,2024-03-06,2024-03-06,40072.34,KES,CR,CASH DEP 23315,BBR07,CASH,194.75
BK-4a66b46b35,2024-03-16,2024-03-16,42860.79,KES,CR,Cash DEP acc 26832,BBR08,CASH,256.66
BK-296b34c427,2024-02-26,2024-02-26,21128.0,KES,CR,CHQ dep MBR 24937,BBR05,CHEQUE,144.14
BK-5d7b18b80a,2024-01-30,2024-01-30,7262.82,KES,CR,CHQ DEP for MBR 20130,BBR15,CHEQUE,12.48
BK-71255f8f26,2024-03-09,2024-03-09,3929.15,KES,CR,Cash DEP acc 20586,BBR09,CASH,24.08
BK-2928a78eb2,2024-02-20,2024-02-20,6571.55,KES,CR,Mobile payment MBR 25740,BBR15,MPESA,11.59
BK-49b1aec4dc,2024-01-05,2024-01-05,32290.34,KES,CR,M-PESA PAY 24606,BBR14,MPESA,233.75
BK-462a9a7a41,2024-01-30,2024-01-30,3091.6,KES,CR,CASH DEP 29236,BBR10,CASH,18.8
BK-282140b470,2024-02-28,2024-02-28,29330.94,KES,CR,CHQ DEP MBR 25234,BBR12,CHEQUE,79.72
BK-b2ff8615cc,2024-04-01,2024-04-01,13617.94,KES,CR,CHQ DEP for MBR 22714,BBR11,CHEQUE,26.42
BK-9be647f101,2024-01-17,2024-01-17,11676.7,KES,CR,CASH DEP 22332,BBR07,CASH,38.73
BK-67ed01b4da,2024-02-07,2024-02-07,9950.11,KES,CR,CASH DEP 28301,BBR04,CASH,77.57
BK-5400f283b3,2024-01-27,2024-01-27,30592.01,KES,CR,CHQ DEP MBR 25723,BBR03,CHEQUE,205.82
BK-20df2ce672,2024-03-17,2024-03-17,964.52,KES,CR,Mobile payment MBR 22999,BBR07,MPESA,4.02
BK-090333466d,2024-03-05,2024-03-05,31017.43,KES,CR,M-PESA PAY 26507,BBR10,MPESA,223.95
BK-f5ab662dd6,2024-01-12,2024-01-12,15839.22,KES,CR,CHQ dep MBR 28375,BBR11,CHEQUE,57.54
BK-7733f99397,2024-03-08,2024-03-08,39194.93,KES,CR,MPESA 29663,BBR07,MPESA,260.1
BK-05069e0a33,2024-02-16,2024-02-16,13181.23,KES,CR,CHQ DEP for MBR 22519,BBR01,CHEQUE,14.03
BK-1e58d102a5,2024-03-18,2024-03-18,24236.98,KES,CR,CHQ DEP for MBR 29141,BBR11,CHEQUE,131.31
BK-0b9637415c,2024-03-08,2024-03-08,18323.09,KES,CR,MPESA 24652,BBR06,MPESA,125.09
BK-6fc1dd44f4,2024-01-02,2024-01-02,10573.47,KES,CR,CASH DEP 25837,BBR01,CASH,10.74
BK-d12c76864f,2024-01-29,2024-01-29,27683.97,KES,CR,M-PESA PAY 22358,BBR12,MPESA,203.35
BK-77dd4a8c83,2024-01-21,2024-01-21,40141.75,KES,CR,Mobile payment MBR 29694,BBR10,MPESA,41.1
BK-647ed1fa49,2024-02-22,2024-02-22,46384.0,KES,CR,CHQ DEP for MBR 20478,BBR05,CHEQUE,101.67
BK-86b5d8570e,2024-01-13,2024-01-13,16043.73,KES,CR,Cash DEP acc 25896,BBR02,CASH,32.21
BK-f7720ac79b,2024-03-16,2024-03-16,12982.85,KES,CR,CHQ DEP MBR 25239,BBR06,CHEQUE,95.75
BK-ac52bbe0ac,2024-02-24,2024-02-24,46430.66,KES,CR,Cash DEP acc 21949,BBR06,CASH,324.25
BK-2ef6fccfc2,2024-01-10,2024-01-10,27137.14,KES,CR,Cash DEP acc 21376,BBR12,CASH,203.86
BK-f695e04d1c,2024-02-20,2024-02-20,8468.55,KES,CR,CHQ DEP MBR 27730,BBR02,CHEQUE,58.44
BK-fc93517d2c,2024-03-21,2024-03-21,33797.93,KES,CR,M-PESA PAY 24100,BBR12,MPESA,234.76
BK-bc247de3a5,2024-01-28,2024-01-28,19456.32,KES,CR,Mobile payment MBR 21034,BBR08,MPESA,51.59
BK-ab1800c572,2024-01-23,2024-01-23,1440.1,KES,CR,MPESA 27544,BBR13,MPESA,3.31
BK-7c0397298d,2024-02-29,2024-02-29,25274.35,KES,CR,CASH DEP 21301,BBR03,CASH,202.56
BK-e2c0f545f9,2024-03-22,2024-03-22,44495.35,KES,CR,CHQ DEP MBR 26967,BBR02,CHEQUE,213.97
BK-16685836b9,2024-01-22,2024-01-22,33760.13,KES,CR,CASH DEP 22919,BBR15,CASH,179.94
BK-9209c9c34a,2024-01-25,2024-01-25,27705.19,KES,CR,CHQ dep MBR 24967,BBR07,CHEQUE,175.06
BK-94e97c8b72,2024-01-28,2024-01-28,2718.35,KES,CR,CASH DEP 21177,BBR09,CASH,4.43
BK-14a3a71bb3,2024-04-02,2024-04-02,21893.91,KES,CR,Cash DEP acc 25795,BBR14,CASH,87.12
BK-2812d0c0bd,2024-02-16,2024-02-16,15751.33,KES,CR,CHQ DEP MBR 20881,BBR15,CHEQUE,57.71
BK-1185529557,2024-01-15,2024-01-15,32417.37,KES,CR,M-PESA PAY 29078,BBR01,MPESA,212.28
BK-b95baabb80,2024-01-06,2024-01-06,11343.13,KES,CR,CHQ DEP MBR 24078,BBR09,CHEQUE,26.07
BK-cb7a16c08f,2024-02-07,2024-02-07,38194.35,KES,CR,M-PESA PAY 22833,BBR10,MPESA,218.85
BK-4e98474ef0,2024-03-21,2024-03-21,2236.03,KES,CR,CHQ DEP MBR 22989,BBR10,CHEQUE,11.02
BK-306447c3a8,2024-01-07,2024-01-07,35678.19,KES,CR,MPESA 25245,BBR14,MPESA,62.04
BK-ddba079c0f,2024-03-09,2024-03-09,29102.7,KES,CR,CHQ DEP MBR 20135,BBR13,CHEQUE,54.95
BK-fe7cf02592,2024-01-02,2024-01-02,26636.51,KES,CR,CHQ dep MBR 29135,BBR06,CHEQUE,156.53
BK-fc6ac252d8,2024-02-27,2024-02-27,28783.37,KES,CR,MPESA 29663,BBR03,MPESA,133.99
BK-f146ffb723,2024-03-21,2024-03-21,15200.75,KES,CR,CASH DEP 29127,BBR09,CASH,87.96
BK-248eada282,2024-01-11,2024-01-11,11049.25,KES,CR,Cash DEP acc 29835,BBR02,CASH,78.15
BK-3789035c19,2024-03-19,2024-03-19,49091.69,KES,CR,CHQ DEP MBR 28073,BBR11,CHEQUE,115.54
BK-95272c195a,2024-03-16,2024-03-16,18651.28,KES,CR,M-PESA PAY 25618,BBR03,MPESA,105.8
BK-774a34df09,2024-03-16,2024-03-16,3797.82,KES,CR,CASH DEP 27030,BBR01,CASH,7.78
BK-05a8c34173,2024-03-09,2024-03-09,32944.98,KES,CR,Cash DEP acc 29540,BBR10,CASH,213.14
BK-e4ad60f9af,2024-02-28,2024-02-28,11076.29,KES,CR,CHQ DEP for MBR 22286,BBR11,CHEQUE,33.65
BK-7b859b2b60,2024-01-25,2024-01-25,10772.61,KES,CR,M-PESA PAY 20630,BBR09,MPESA,54.32
BK-4ba1d63ff0,2024-01-18,2024-01-18,14076.43,KES,CR,CHQ DEP for MBR 22163,BBR09,CHEQUE,67.83
BK-9515369e4a,2024-02-10,2024-02-10,21389.65,KES,CR,CASH DEP 25912,BBR04,CASH,155.04
BK-142fbc3b2c,2024-03-30,2024-03-30,1487.16,KES,CR,CASH DEP 26709,BBR11,CASH,5.43
BK-557d5eb506,2024-01-09,2024-01-09,30598.65,KES,CR,Mobile payment MBR 21594,BBR08,MPESA,157.03
BK-8ce81e3924,2024-03-02,2024-03-02,12129.26,KES,CR,Cash DEP acc 25890,BBR13,CASH,67.72
BK-0835c1aa0b,2024-03-14,2024-03-14,16372.07,KES,CR,Cash DEP acc 20768,BBR02,CASH,24.51
BK-44aa9d9fdd,2024-01-21,2024-01-21,920.95,KES,CR,CHQ DEP for MBR 26388,BBR03,CHEQUE,1.68
BK-5e52a376c7,2024-03-23,2024-03-23,3218.52,KES,CR,MPESA 24961,BBR09,MPESA,13.62
BK-4295ca29d0,2024-01-11,2024-01-11,47084.47,KES,CR,CASH DEP 25210,BBR03,CASH,191.08
BK-2c566f7b8f,2024-03-23,2024-03-23,45278.95,KES,CR,Cash DEP acc 28773,BBR07,CASH,179.86
BK-1bf0441288,2024-01-28,2024-01-28,40476.35,KES,CR,Mobile payment MBR 29621,BBR15,MPESA,116.9
BK-3925d6b925,2024-03-12,2024-03-12,13562.23,KES,CR,CHQ DEP MBR 21697,BBR04,CHEQUE,28.83
BK-9d82bde7d4,2024-01-11,2024-01-11,46838.43,KES,CR,CASH DEP 24713,BBR09,CASH,351.07
BK-0c50f150e9,2024-01-30,2024-01-30,31285.24,KES,CR,CASH DEP 24562,BBR05,CASH,98.28
BK-5f815b4c67,2024-03-25,2024-03-25,10726.43,KES,CR,Mobile payment MBR 29415,BBR08,MPESA,15.89
BK-d2d4c6d633,2024-03-12,2024-03-12,8503.18,KES,CR,CASH DEP 25341,BBR12,CASH,26.56
BK-4dd448d773,2024-01-23,2024-01-23,9041.01,KES,CR,MPESA 28466,BBR08,MPESA,67.96
BK-049edd57b5,2024-03-19,2024-03-19,19193.45,KES,CR,CHQ DEP for MBR 26960,BBR14,CHEQUE,111.26
BK-9515a4880c,2024-02-19,2024-02-19,3009.69,KES,CR,Cash DEP acc 28104,BBR01,CASH,12.35
BK-861ee5d96d,2024-02-03,2024-02-03,36179.75,KES,CR,Cash DEP acc 24173,BBR05,CASH,193.25
BK-bc1dd27d4b,2024-03-05,2024-03-05,30113.31,KES,CR,CHQ DEP MBR 29359,BBR02,CHEQUE,168.08
BK-774fecf719,2024-03-18,2024-03-18,48426.57,KES,CR,CASH DEP 28184,BBR07,CASH,367.25
BK-bb8e915fdc,2024-02-03,2024-02-03,43287.43,KES,CR,CHQ DEP MBR 27022,BBR14,CHEQUE,121.71
BK-95927ffb7c,2024-03-13,2024-03-13,5885.33,KES,CR,M-PESA PAY 29426,BBR11,MPESA,34.4
BK-81fffb5854,2024-02-10,2024-02-10,28741.6,KES,CR,CASH DEP 22799,BBR14,CASH,43.71
BK-a84456c661,2024-01-17,2024-01-17,45846.22,KES,CR,MPESA 27435,BBR14,MPESA,94.54
BK-9a9816f4f3,2024-03-17,2024-03-17,36064.25,KES,CR,Cash DEP acc 24847,BBR13,CASH,213.96
BK-790f496035,2024-01-20,2024-01-20,11344.98,KES,CR,M-PESA PAY 22061,BBR05,MPESA,76.02
BK-dddb5473a4,2024-01-05,2024-01-05,45710.33,KES,CR,M-PESA PAY 25963,BBR07,MPESA,340.88
BK-0ab65136df,2024-01-01,2024-01-01,41126.06,KES,CR,CASH DEP 27169,BBR01,CASH,44.39
BK-c683c80933,2024-01-22,2024-01-22,37231.58,KES,CR,CHQ DEP MBR 22727,BBR01,CHEQUE,70.7
BK-0673877e9e,2024-03-08,2024-03-08,48288.93,KES,CR,MPESA 22795,BBR09,MPESA,368.8
BK-7b14754f61,2024-02-24,2024-02-24,12413.21,KES,CR,Cash DEP acc 21890,BBR15,CASH,18.59
BK-46d090d065,2024-01-03,2024-01-03,16232.91,KES,CR,Mobile payment MBR 29955,BBR15,MPESA,130.43
BK-d0eb8087a1,2024-03-17,2024-03-17,36033.83,KES,CR,CHQ DEP MBR 25331,BBR07,CHEQUE,198.76
BK-d621876c4c,2024-03-20,2024-03-20,4222.3,KES,CR,Cash DEP acc 25652,BBR15,CASH,5.21
BK-d59f5f9334,2024-02-23,2024-02-23,8554.99,KES,CR,MPESA 22219,BBR13,MPESA,28.8
BK-49445b2db2,2024-03-24,2024-03-24,23337.02,KES,CR,CHQ DEP MBR 29527,BBR06,CHEQUE,180.94
BK-9559ab66a9,2024-01-16,2024-01-16,18584.76,KES,CR,Cash DEP acc 21612,BBR03,CASH,113.35
BK-b6d5633b22,2024-01-06,2024-01-06,4553.0,KES,CR,CHQ DEP for MBR 29613,BBR13,CHEQUE,36.49
BK-3b79150973,2024-02-04,2024-02-04,2908.57,KES,CR,MPESA 20171,BBR13,MPESA,15.66
BK-7381b16010,2024-02-13,2024-02-13,38178.8,KES,CR,CHQ DEP for MBR 21533,BBR10,CHEQUE,279.02
BK-09a2cc53d0,2024-03-29,2024-03-29,15622.84,KES,CR,CHQ DEP for MBR 27546,BBR07,CHEQUE,27.72
BK-7c966fa50d,2024-03-20,2024-03-20,37740.65,KES,CR,M-PESA PAY 21334,BBR05,MPESA,252.76
BK-fb7e64d39e,2024-02-08,2024-02-08,42499.16,KES,CR,Cash DEP acc 24442,BBR05,CASH,90.97
BK-30b540a953,2024-02-12,2024-02-12,10387.27,KES,CR,Cash DEP acc 20333,BBR06,CASH,68.66
BK-1bd091c63e,2024-02-19,2024-02-19,25881.43,KES,CR,CASH DEP 26208,BBR12,CASH,116.13
BK-607ba0fda7,2024-03-12,2024-03-12,31008.1,KES,CR,CHQ DEP for MBR 24903,BBR13,CHEQUE,166.88
