payment_ref,payment_timestamp,value_date,amount,currency,payment_channel,customer_id,narration,payment_status,entered_by,branch_code,expected_fee
PS-239b7d3188,2024-03-30,2024-03-22,42642.42,KES,MPESA,24757,Mobile payment member 24757,SUCCESS,SYSTEM,BR17,161.78
PS-de9f18ab3a,2024-02-16,2024-03-11,12218.44,KES,CHEQUE,23292,Cheque dep member 23292,SUCCESS,SYSTEM,BR15,102.99
PS-b2e965fb48,2024-02-09,2024-02-20,30791.44,KES,CHEQUE,29038,Cheque dep member 29038,SUCCESS,BATCH,BR16,191.08
PS-6542c97a6e,2024-03-23,2024-01-10,4150.66,KES,CASH,26708,CASH DEP 26708,FAILED,SYSTEM,BR17,19.74
PS-05a58f2462,2024-01-17,2024-02-25,29595.41,KES,CASH,29032,Cash deposit acc 29032,SUCCESS,TELLER,BR17,95.42
PS-703fc46f1f,2024-02-14,2024-03-07,16471.71,KES,CHEQUE,22697,CHQ DEP MBR 22697,SUCCESS,TELLER,BR09,58.81
PS-79c919ac91,2024-03-09,2024-01-12,6695.93,KES,MPESA,29024,M-PESA PAY 29024,SUCCESS,BATCH,BR06,45.09
PS-54aa8d8938,2024-03-18,2024-02-13,8974.43,KES,CHEQUE,29513,Cheque dep member 29513,SUCCESS,TELLER,BR01,23.78
PS-51486c48c5,2024-02-23,2024-03-20,32730.93,KES,MPESA,29449,M-PESA PAY 29449,SUCCESS,TELLER,BR16,298.24
PS-ab6fe286cd,2024-02-01,2024-03-28,32274.41,KES,MPESA,28938,MPESA 28938,SUCCESS,SYSTEM,BR15,83.39
PS-e9909c901a,2024-01-27,2024-02-13,22260.47,KES,CHEQUE,20981,Cheque dep member 20981,SUCCESS,TELLER,BR11,197.94
PS-9bde242f45,2024-02-21,2024-01-17,49407.16,KES,CASH,25231,CASH DEP 25231,SUCCESS,BATCH,BR18,140.78
PS-00fadd2ddd,2024-01-19,2024-01-13,6564.83,KES,MPESA,23960,Mobile payment member 23960,SUCCESS,SYSTEM,BR13,58.51
PS-5b85224ee7,2024-02-11,2024-03-14,48152.95,KES,CHEQUE,26850,Cheque dep member 26850,FAILED,SYSTEM,BR07,390.28
PS-51aa0add0c,2024-03-04,2024-01-03,23607.35,KES,CASH,28163,Cash deposit acc 28163,SUCCESS,SYSTEM,BR17,133.57
PS-3d4a44243a,2024-02-06,2024-03-04,29375.53,KES,CHEQUE,23944,Cheque dep member 23944,SUCCESS,BATCH,BR16,125.9
PS-053c2314c3,2024-02-16,2024-02-21,21830.92,KES,CHEQUE,20133,CHQ DEP MBR 20133,SUCCESS,TELLER,BR13,52.6
PS-9fb477ad50,2024-02-19,2024-03-05,18444.93,KES,CHEQUE,29204,CHQ DEP MBR 29204,SUCCESS,BATCH,BR09,158.67
PS-3201f88147,2024-02-13,2024-03-12,48766.6,KES,CHEQUE,21946,CHQ DEP MBR 21946,SUCCESS,TELLER,BR07,332.57
PS-15fc8d447a,2024-02-12,2024-03-01,2492.62,KES,CASH,26576,CASH DEP 26576,SUCCESS,TELLER,BR20,22.8
PS-3b53fa717b,2024-02-20,2024-03-19,46602.75,KES,MPESA,22290,M-PESA PAY 22290,SUCCESS,SYSTEM,BR19,218.61
PS-9e85599326,2024-03-01,2024-01-03,24747.41,KES,CASH,28351,CASH DEP 28351,SUCCESS,SYSTEM,BR04,243.49
PS-3fcb858054,2024-03-29,2024-03-21,39939.36,KES,MPESA,29563,Mobile payment member 29563,SUCCESS,BATCH,BR16,164.72
PS-87df48b70c,2024-03-02,2024-01-22,11763.39,KES,CASH,29477,CASH DEP 29477,SUCCESS,TELLER,BR08,26.5
PS-d02e13b843,2024-01-20,2024-02-22,1437.4,KES,CHEQUE,21800,Cheque dep member 21800,SUCCESS,TELLER,BR14,8.65
PS-e6949923eb,2024-03-07,2024-01-27,36506.4,KES,CASH,27726,CASH DEP 27726,SUCCESS,BATCH,BR16,226.48
PS-801fb01eb8,2024-03-10,2024-02-15,23253.34,KES,CHEQUE,25140,Cheque dep member 25140,SUCCESS,BATCH,BR09,160.0
PS-5fdfbc8362,2024-02-08,2024-02-06,14310.82,KES,CHEQUE,23150,Cheque dep member 23150,SUCCESS,TELLER,BR16,64.92
PS-e5a2b252a8,2024-02-05,2024-02-06,46718.17,KES,CASH,25714,Cash deposit acc 25714,SUCCESS,BATCH,BR18,235.35
PS-871f6c18d3,2024-02-07,2024-01-06,47753.14,KES,MPESA,26464,MPESA 26464,SUCCESS,BATCH,BR03,227.83
PS-c6c5eef45a,2024-01-26,2024-03-09,13193.98,KES,CASH,27247,CASH DEP 27247,SUCCESS,BATCH,BR09,40.88
PS-3c59984403,2024-03-08,2024-01-29,12501.67,KES,CHEQUE,29614,Cheque dep member 29614,SUCCESS,TELLER,BR02,35.02
PS-90b06801e8,2024-01-18,2024-01-01,23883.99,KES,CASH,25411,Cash deposit acc 25411,SUCCESS,SYSTEM,BR16,138.99
PS-32629abb9d,2024-01-12,2024-03-24,16397.8,KES,MPESA,23267,M-PESA PAY 23267,SUCCESS,TELLER,BR18,129.7
PS-845998dee6,2024-01-05,2024-02-20,21185.31,KES,CHEQUE,20611,CHQ DEP MBR 20611,SUCCESS,TELLER,BR10,190.96
PS-a185a68fda,2024-02-12,2024-02-06,28614.11,KES,MPESA,20151,MPESA 20151,SUCCESS,BATCH,BR18,177.25
PS-8af4da2155,2024-01-15,2024-02-12,23667.03,KES,CASH,22198,Cash deposit acc 22198,SUCCESS,BATCH,BR15,170.08
PS-5e7d1ddb23,2024-03-13,2024-03-27,36962.59,KES,CHEQUE,23050,Cheque deposit for member 23050,SUCCESS,TELLER,BR20,327.09
PS-cf76d5fa38,2024-03-26,2024-01-13,26006.39,KES,MPESA,26643,Mobile payment member 26643,SUCCESS,TELLER,BR16,119.34
PS-8165b7eb78,2024-02-04,2024-02-12,13408.87,KES,CHEQUE,24064,CHQ DEP MBR 24064,SUCCESS,BATCH,BR19,28.04
PS-9246fba888,2024-02-29,2024-02-09,12196.98,KES,CASH,25890,Cash deposit acc 25890,SUCCESS,SYSTEM,BR17,114.47
PS-32794181f2,2024-02-07,2024-02-17,6312.08,KES,CASH,25095,Cash deposit acc 25095,FAILED,TELLER,BR05,36.77
PS-325fa88bf6,2024-03-30,2024-03-11,49447.48,KES,CASH,27454,CASH DEP 27454,SUCCESS,BATCH,BR07,400.27
PS-b4478409fc,2024-02-16,2024-01-10,26512.58,KES,CHEQUE,29761,Cheque dep member 29761,SUCCESS,TELLER,BR02,228.81
PS-65f1c6a8d7,2024-02-11,2024-03-07,28848.73,KES,CHEQUE,28281,CHQ DEP MBR 28281,SUCCESS,TELLER,BR07,223.15
PS-8f43b32d13,2024-01-08,2024-02-28,44995.02,KES,CHEQUE,28008,Cheque deposit for member 28008,SUCCESS,BATCH,BR14,254.42
PS-db415a40a6,2024-01-03,2024-02-20,23387.73,KES,CASH,20945,CASH DEP 20945,SUCCESS,TELLER,BR07,154.98
PS-3f34fc1940,2024-01-08,2024-01-09,17554.18,KES,MPESA,20742,MPESA 20742,SUCCESS,TELLER,BR10,92.53
PS-3726418c19,2024-02-23,2024-02-17,48927.5,KES,CASH,22218,CASH DEP 22218,SUCCESS,SYSTEM,BR13,244.89
PS-ef3f19eeed,2024-01-23,2024-03-09,32849.94,KES,CHEQUE,28835,CHQ DEP MBR 28835,SUCCESS,BATCH,BR05,256.98
PS-b00d052de5,2024-02-29,2024-03-27,37930.88,KES,CHEQUE,23648,Cheque dep member 23648,FAILED,BATCH,BR14,237.28
PS-4393180378,2024-01-25,2024-01-15,23300.95,KES,CHEQUE,23762,Cheque deposit for member 23762,SUCCESS,BATCH,BR14,161.23
PS-4ea3f6f8a2,2024-01-05,2024-02-27,10701.04,KES,CHEQUE,20256,Cheque dep member 20256,SUCCESS,BATCH,BR02,42.35
PS-69e94330fb,2024-01-08,2024-01-18,22228.66,KES,MPESA,20724,M-PESA PAY 20724,SUCCESS,SYSTEM,BR08,189.53
PS-33a0ed8efe,2024-02-11,2024-01-31,29085.0,KES,MPESA,29438,MPESA 29438,SUCCESS,TELLER,BR17,109.6
PS-43398fb8af,2024-01-23,2024-03-21,3517.4,KES,MPESA,24923,M-PESA PAY 24923,FAILED,SYSTEM,BR18,20.98
PS-675bfc441e,2024-02-10,2024-03-30,33731.45,KES,CASH,25642,CASH DEP 25642,SUCCESS,SYSTEM,BR05,148.39
PS-52a140c562,2024-02-08,2024-03-31,23939.18,KES,CASH,23012,Cash deposit acc 23012,SUCCESS,SYSTEM,BR02,155.58
PS-f1b9bb251f,2024-02-02,2024-01-27,26734.59,KES,CASH,26824,CASH DEP 26824,SUCCESS,BATCH,BR03,250.71
PS-2568be45b2,2024-01-07,2024-02-04,27013.96,KES,CHEQUE,26079,CHQ DEP MBR 26079,SUCCESS,BATCH,BR20,184.33
PS-9ff1d247fc,2024-03-26,2024-03-12,40330.21,KES,CHEQUE,21192,Cheque deposit for member 21192,SUCCESS,SYSTEM,BR07,361.19
PS-9bea041e7b,2024-01-25,2024-01-16,47872.48,KES,MPESA,25455,M-PESA PAY 25455,SUCCESS,SYSTEM,BR08,362.16
PS-249348e64d,2024-02-06,2024-02-18,45798.76,KES,MPESA,23350,MPESA 23350,SUCCESS,BATCH,BR12,204.6
PS-4ef16358b2,2024-03-01,2024-02-10,44199.19,KES,CASH,25892,Cash deposit acc 25892,SUCCESS,SYSTEM,BR11,234.76
PS-c8e4f78154,2024-03-11,2024-03-15,37191.99,KES,CHEQUE,29216,Cheque dep member 29216,SUCCESS,BATCH,BR14,162.21
PS-61ec55d2b2,2024-02-01,2024-03-04,11885.92,KES,MPESA,23214,M-PESA PAY 23214,SUCCESS,BATCH,BR11,48.24
PS-7fb8d1f8c3,2024-01-22,2024-02-15,32263.88,KES,CASH,28005,Cash deposit acc 28005,SUCCESS,TELLER,BR18,190.57
PS-ba9cf22dd5,2024-01-10,2024-03-26,47883.23,KES,CASH,28882,Cash deposit acc 28882,SUCCESS,TELLER,BR14,148.43
PS-8887bc12e0,2024-03-05,2024-02-28,35504.89,KES,CHEQUE,23791,CHQ DEP MBR 23791,SUCCESS,TELLER,BR20,252.15
PS-4d837a2125,2024-03-11,2024-02-22,24648.79,KES,CASH,27916,Cash deposit acc 27916,SUCCESS,TELLER,BR17,191.71
PS-89253ab3aa,2024-03-27,2024-02-25,1348.56,KES,MPESA,28777,Mobile payment member 28777,SUCCESS,TELLER,BR04,8.35
PS-c194dafa82,2024-02-15,2024-02-04,31179.15,KES,CHEQUE,23948,CHQ DEP MBR 23948,SUCCESS,TELLER,BR12,301.64
PS-6661e9ce1d,2024-02-08,2024-03-28,12538.79,KES,CASH,27520,Cash deposit acc 27520,SUCCESS,BATCH,BR02,34.46
PS-21d250a6de,2024-01-02,2024-03-30,27858.72,KES,MPESA,26213,Mobile payment member 26213,SUCCESS,TELLER,BR16,244.12
PS-3d767a7c03,2024-03-08,2024-01-06,48877.8,KES,CASH,25427,Cash deposit acc 25427,FAILED,TELLER,BR19,283.69
PS-5c13bbf27a,2024-03-10,2024-03-13,34379.22,KES,CHEQUE,20762,Cheque dep member 20762,SUCCESS,TELLER,BR06,324.2
PS-04e95468e2,2024-02-20,2024-01-10,48092.72,KES,CHEQUE,25152,CHQ DEP MBR 25152,SUCCESS,TELLER,BR19,188.71
PS-d911514101,2024-01-18,2024-03-29,44878.03,KES,CASH,26375,Cash deposit acc 26375,SUCCESS,BATCH,BR12,109.03
PS-47dc4146b1,2024-03-19,2024-03-17,42014.4,KES,CHEQUE,27161,CHQ DEP MBR 27161,SUCCESS,SYSTEM,BR01,297.17
PS-7cd0fa601b,2024-02-18,2024-02-25,11792.85,KES,MPESA,27381,Mobile payment member 27381,SUCCESS,BATCH,BR19,85.92
PS-9b016e8511,2024-01-10,2024-01-11,15121.28,KES,CASH,21404,CASH DEP 21404,SUCCESS,TELLER,BR13,116.33
PS-4081bf176d,2024-01-12,2024-01-01,19786.29,KES,CASH,22527,CASH DEP 22527,SUCCESS,SYSTEM,BR12,160.09
PS-5583e57f17,2024-03-12,2024-03-12,4821.21,KES,CHEQUE,21674,Cheque dep member 21674,SUCCESS,SYSTEM,BR04,10.66
PS-c5ebe830ff,2024-02-11,2024-02-19,5106.68,KES,CASH,25798,Cash deposit acc 25798,SUCCESS,SYSTEM,BR14,26.06
PS-d8fce9089c,2024-02-01,2024-03-14,45106.23,KES,CASH,21387,Cash deposit acc 21387,FAILED,BATCH,BR13,151.38
PS-8112fb6fbc,2024-01-22,2024-02-25,13786.14,KES,MPESA,24405,MPESA 24405,SUCCESS,SYSTEM,BR10,80.98
PS-dd95274c5e,2024-03-21,2024-03-04,12959.14,KES,MPESA,21260,M-PESA PAY 21260,SUCCESS,BATCH,BR07,73.39
PS-9f3be16cee,2024-03-20,2024-02-18,834.98,KES,MPESA,22219,MPESA 22219,SUCCESS,SYSTEM,BR11,4.55
PS-a3d9198ba0,2024-03-29,2024-01-26,15371.55,KES,CHEQUE,29738,CHQ DEP MBR 29738,SUCCESS,SYSTEM,BR06,149.36
PS-56d20ec159,2024-03-14,2024-02-01,36876.28,KES,MPESA,25228,MPESA 25228,SUCCESS,SYSTEM,BR09,314.63
PS-d895bdae47,2024-03-16,2024-03-10,6137.45,KES,MPESA,26437,Mobile payment member 26437,SUCCESS,BATCH,BR18,13.6
PS-9ee6d8624a,2024-03-29,2024-01-09,10877.6,KES,CASH,27563,CASH DEP 27563,SUCCESS,BATCH,BR16,33.87
PS-4fb95729f7,2024-02-24,2024-02-18,13007.74,KES,CHEQUE,24961,Cheque deposit for member 24961,SUCCESS,SYSTEM,BR20,75.89
PS-411907421c,2024-03-29,2024-02-23,25577.33,KES,CASH,26566,Cash deposit acc 26566,FAILED,SYSTEM,BR18,172.66
PS-a9d5f24f36,2024-02-15,2024-01-22,38563.23,KES,CHEQUE,21392,Cheque dep member 21392,SUCCESS,BATCH,BR02,250.88
PS-c986d12d8c,2024-01-02,2024-01-13,48302.98,KES,MPESA,26547,MPESA 26547,SUCCESS,TELLER,BR17,385.21
PS-0c2e33b2dd,2024-02-17,2024-02-20,34539.39,KES,CASH,29142,CASH DEP 29142,SUCCESS,BATCH,BR19,259.86
PS-03dab460cd,2024-02-07,2024-02-23,49886.28,KES,MPESA,22469,Mobile payment member 22469,SUCCESS,TELLER,BR05,238.79
PS-2a839f5b85,2024-02-14,2024-03-01,39321.36,KES,MPESA,25620,Mobile payment member 25620,SUCCESS,SYSTEM,BR15,178.96
PS-7f40cbe322,2024-02-13,2024-03-23,40604.2,KES,CHEQUE,24919,Cheque deposit for member 24919,SUCCESS,BATCH,BR06,383.28
PS-8b9c84b8ea,2024-03-12,2024-02-24,9135.44,KES,CASH,23996,CASH DEP 23996,SUCCESS,TELLER,BR13,64.3
PS-48d4fc7ab6,2024-03-19,2024-01-26,33036.74,KES,CASH,23053,CASH DEP 23053,SUCCESS,BATCH,BR14,168.84
PS-795edf3a9d,2024-01-09,2024-03-14,14278.07,KES,CHEQUE,23519,Cheque deposit for member 23519,SUCCESS,BATCH,BR06,70.34
PS-5891018d6f,2024-03-03,2024-03-08,6140.77,KES,MPESA,23228,M-PESA PAY 23228,SUCCESS,SYSTEM,BR20,31.37
PS-0887b20b09,2024-02-28,2024-03-20,6154.49,KES,CASH,26431,Cash deposit acc 26431,SUCCESS,BATCH,BR10,57.54
PS-614ef17b99,2024-01-31,2024-02-09,33769.45,KES,CHEQUE,29669,Cheque deposit for member 29669,SUCCESS,TELLER,BR12,254.87
PS-874bb3565f,2024-02-19,2024-02-24,21202.84,KES,MPESA,28369,Mobile payment member 28369,SUCCESS,SYSTEM,BR18,160.03
PS-bfe9026ef9,2024-01-24,2024-02-10,8759.84,KES,CASH,22838,CASH DEP 22838,SUCCESS,BATCH,BR02,78.17
PS-5dcfa3bb83,2024-03-12,2024-03-05,7258.47,KES,MPESA,20157,M-PESA PAY 20157,SUCCESS,SYSTEM,BR14,54.28
PS-20a6a846e3,2024-01-11,2024-03-13,42074.64,KES,CASH,26809,Cash deposit acc 26809,SUCCESS,TELLER,BR10,95.15
PS-e0b5dc483a,2024-03-13,2024-03-04,14789.18,KES,CASH,23683,Cash deposit acc 23683,SUCCESS,BATCH,BR04,61.27
PS-bde147c790,2024-02-26,2024-03-10,27331.15,KES,MPESA,28898,Mobile payment member 28898,SUCCESS,SYSTEM,BR04,215.59
PS-7fa59c89b1,2024-02-03,2024-02-14,43803.09,KES,MPESA,24055,Mobile payment member 24055,SUCCESS,SYSTEM,BR04,359.41
PS-b4b10cac37,2024-02-14,2024-03-31,40629.78,KES,CHEQUE,23882,Cheque dep member 23882,SUCCESS,BATCH,BR14,135.21
PS-978b0c31c6,2024-03-13,2024-02-14,40769.73,KES,CHEQUE,22281,Cheque dep member 22281,SUCCESS,SYSTEM,BR20,257.26
PS-16b42764e9,2024-03-06,2024-03-27,14985.42,KES,CASH,25302,Cash deposit acc 25302,SUCCESS,TELLER,BR14,140.12
PS-bf7b4939e2,2024-02-01,2024-01-19,6780.96,KES,CASH,24543,CASH DEP 24543,SUCCESS,TELLER,BR13,40.11
PS-591a51740e,2024-02-27,2024-01-10,13801.5,KES,CASH,29460,Cash deposit acc 29460,SUCCESS,SYSTEM,BR17,110.39
PS-3b25ecb887,2024-01-01,2024-01-12,47537.58,KES,MPESA,26046,M-PESA PAY 26046,SUCCESS,SYSTEM,BR12,418.37
PS-046621f37b,2024-01-28,2024-03-04,11282.58,KES,MPESA,28756,MPESA 28756,SUCCESS,SYSTEM,BR10,53.05
PS-18dd0c786b,2024-02-13,2024-03-28,28524.03,KES,CHEQUE,29468,Cheque deposit for member 29468,SUCCESS,TELLER,BR04,199.94
PS-1281e88358,2024-02-26,2024-02-28,6649.74,KES,CHEQUE,27529,Cheque deposit for member 27529,SUCCESS,SYSTEM,BR07,66.27
PS-c6408748a7,2024-02-05,2024-01-12,15442.34,KES,CASH,22161,CASH DEP 22161,SUCCESS,SYSTEM,BR03,76.82
PS-600c9d0fce,2024-03-30,2024-01-30,20118.91,KES,CHEQUE,22711,CHQ DEP MBR 22711,SUCCESS,BATCH,BR03,153.5
PS-ab9e394124,2024-01-29,2024-03-07,24101.93,KES,CHEQUE,20017,Cheque dep member 20017,SUCCESS,SYSTEM,BR01,49.76
PS-f3086c011c,2024-01-17,2024-03-02,49413.67,KES,CHEQUE,25629,Cheque deposit for member 25629,SUCCESS,TELLER,BR13,134.14
PS-922e80d4c7,2024-01-18,2024-02-18,16010.9,KES,CHEQUE,21678,Cheque deposit for member 21678,SUCCESS,BATCH,BR05,40.78
PS-df557a86a5,2024-02-14,2024-01-28,30710.8,KES,CHEQUE,29228,Cheque dep member 29228,SUCCESS,BATCH,BR05,287.43
PS-35750ba2a7,2024-01-16,2024-03-16,4791.06,KES,CHEQUE,27248,Cheque dep member 27248,SUCCESS,SYSTEM,BR12,46.5
PS-4b8ace17c6,2024-02-01,2024-03-11,12765.43,KES,CHEQUE,25152,Cheque dep member 25152,SUCCESS,BATCH,BR20,54.63
PS-72bc21067f,2024-03-18,2024-03-06,43853.45,KES,CASH,20439,Cash deposit acc 20439,SUCCESS,BATCH,BR13,191.39
PS-82cd1c3f88,2024-03-04,2024-03-22,24996.94,KES,CHEQUE,20894,Cheque dep member 20894,SUCCESS,TELLER,BR17,227.72
PS-fec8125bf8,2024-03-13,2024-02-23,46729.26,KES,MPESA,20197,MPESA 20197,SUCCESS,BATCH,BR06,378.59
PS-ab87f57613,2024-01-28,2024-01-06,29574.49,KES,CHEQUE,21195,Cheque deposit for member 21195,SUCCESS,SYSTEM,BR17,126.93
PS-d89c0c55bd,2024-03-22,2024-03-09,21466.97,KES,MPESA,28209,M-PESA PAY 28209,SUCCESS,BATCH,BR05,90.59
PS-497a7d2b36,2024-01-20,2024-03-09,25809.58,KES,CHEQUE,25077,CHQ DEP MBR 25077,SUCCESS,SYSTEM,BR19,182.59
PS-c5b7d6d3e4,2024-01-31,2024-01-08,35084.46,KES,MPESA,21083,Mobile payment member 21083,SUCCESS,TELLER,BR14,102.72
PS-dab3604190,2024-01-23,2024-01-16,15809.86,KES,CHEQUE,29975,Cheque deposit for member 29975,SUCCESS,BATCH,BR05,120.34
PS-aae710808c,2024-02-03,2024-01-22,47674.3,KES,MPESA,22684,MPESA 22684,SUCCESS,TELLER,BR09,374.89
PS-f345e51674,2024-03-08,2024-01-09,17083.05,KES,CHEQUE,21934,CHQ DEP MBR 21934,SUCCESS,BATCH,BR19,119.93
PS-812ce14f49,2024-03-13,2024-01-22,25783.7,KES,MPESA,28128,MPESA 28128,SUCCESS,TELLER,BR09,211.08
PS-3ab8805c66,2024-03-06,2024-01-01,36277.53,KES,CASH,29402,Cash deposit acc 29402,SUCCESS,TELLER,BR08,85.9
PS-e5269a9327,2024-01-05,2024-03-11,46051.21,KES,MPESA,25963,M-PESA PAY 25963,SUCCESS,BATCH,BR14,174.82
PS-9d03405414,2024-01-10,2024-03-14,45834.81,KES,MPESA,24067,MPESA 24067,SUCCESS,TELLER,BR17,338.56
PS-3df561e658,2024-01-06,2024-02-21,11547.66,KES,CHEQUE,20862,Cheque deposit for member 20862,SUCCESS,SYSTEM,BR10,94.55
PS-1bfa0865ac,2024-02-17,2024-01-26,4776.08,KES,MPESA,25090,MPESA 25090,SUCCESS,BATCH,BR10,37.81
PS-61c15cc5a5,2024-01-26,2024-03-10,18729.54,KES,MPESA,23974,Mobile payment member 23974,FAILED,TELLER,BR01,177.17
PS-dd8ea93773,2024-03-29,2024-01-02,27306.49,KES,CHEQUE,20391,CHQ DEP MBR 20391,SUCCESS,TELLER,BR13,240.08
PS-ae16cff316,2024-02-23,2024-03-03,10657.12,KES,CHEQUE,25038,Cheque deposit for member 25038,FAILED,TELLER,BR09,29.25
PS-989f0d2060,2024-02-28,2024-01-11,20946.31,KES,CASH,23792,Cash deposit acc 23792,SUCCESS,BATCH,BR05,148.67
PS-fb0d5e39a5,2024-03-25,2024-01-17,29798.84,KES,CHEQUE,26461,Cheque deposit for member 26461,SUCCESS,SYSTEM,BR09,262.45
PS-0d16d34e26,2024-02-27,2024-02-04,41679.04,KES,CASH,26438,Cash deposit acc 26438,SUCCESS,TELLER,BR07,128.74
PS-1180a0b65c,2024-02-29,2024-02-10,8192.82,KES,CHEQUE,29579,CHQ DEP MBR 29579,SUCCESS,TELLER,BR18,39.87
PS-bce0036ea1,2024-01-16,2024-01-12,15761.23,KES,MPESA,23401,Mobile payment member 23401,SUCCESS,BATCH,BR10,135.72
PS-9f50d61160,2024-01-19,2024-01-12,11143.53,KES,CHEQUE,29884,Cheque dep member 29884,SUCCESS,TELLER,BR12,57.61
PS-40163c6d3e,2024-01-23,2024-01-04,15292.62,KES,CASH,20802,CASH DEP 20802,SUCCESS,SYSTEM,BR18,122.11
PS-754ff58a21,2024-01-18,2024-01-16,23371.14,KES,CHEQUE,24093,Cheque deposit for member 24093,SUCCESS,TELLER,BR08,71.18
PS-af44dd9acd,2024-01-11,2024-03-15,34471.12,KES,MPESA,26563,M-PESA PAY 26563,FAILED,SYSTEM,BR03,74.95
PS-1a58b78e3c,2024-01-17,2024-01-12,45173.56,KES,CHEQUE,21056,CHQ DEP MBR 21056,SUCCESS,TELLER,BR02,430.88
PS-9a0eb76f23,2024-02-20,2024-03-04,46244.52,KES,CHEQUE,20829,Cheque deposit for member 20829,SUCCESS,SYSTEM,BR14,156.42
PS-024c3767fb,2024-01-20,2024-01-05,14111.6,KES,CHEQUE,23517,Cheque dep member 23517,SUCCESS,BATCH,BR20,55.97
PS-5dc5c0cadf,2024-01-08,2024-01-12,20893.61,KES,MPESA,24835,MPESA 24835,SUCCESS,SYSTEM,BR05,111.86
PS-eea3fe3328,2024-01-03,2024-02-18,31722.34,KES,CHEQUE,28614,Cheque dep member 28614,SUCCESS,SYSTEM,BR16,201.63
PS-ae00a99cb1,2024-02-19,2024-02-04,45677.51,KES,MPESA,27940,Mobile payment member 27940,SUCCESS,TELLER,BR11,309.55
PS-bb9b27eac7,2024-03-08,2024-02-15,3400.27,KES,MPESA,20480,M-PESA PAY 20480,FAILED,TELLER,BR06,9.52
PS-23b10cbab5,2024-01-08,2024-01-29,26917.63,KES,MPESA,23951,M-PESA PAY 23951,SUCCESS,SYSTEM,BR12,255.22
PS-67bda72d6f,2024-03-30,2024-02-15,12209.28,KES,CHEQUE,22846,Cheque dep member 22846,SUCCESS,TELLER,BR12,116.97
PS-9d9599efa0,2024-03-04,2024-03-10,28373.89,KES,CHEQUE,29234,CHQ DEP MBR 29234,SUCCESS,TELLER,BR16,65.37
PS-16082169aa,2024-03-02,2024-01-01,30282.31,KES,CHEQUE,20920,CHQ DEP MBR 20920,SUCCESS,BATCH,BR07,255.93
PS-51cb6bd9a5,2024-02-11,2024-01-08,9284.26,KES,CASH,25582,Cash deposit acc 25582,SUCCESS,TELLER,BR19,70.91
PS-bc20cfc847,2024-01-10,2024-02-17,42400.8,KES,CHEQUE,22320,Cheque dep member 22320,SUCCESS,BATCH,BR13,283.58
PS-58c7b77043,2024-02-25,2024-03-22,16468.86,KES,MPESA,25514,MPESA 25514,FAILED,BATCH,BR11,55.89
PS-f2be945257,2024-02-15,2024-01-29,44535.21,KES,CASH,29207,Cash deposit acc 29207,SUCCESS,SYSTEM,BR10,350.58
PS-8beeddf468,2024-03-30,2024-03-14,9296.56,KES,CHEQUE,24825,CHQ DEP MBR 24825,SUCCESS,BATCH,BR02,32.13
PS-4e063c84fe,2024-03-04,2024-01-19,11434.31,KES,CASH,25213,CASH DEP 25213,SUCCESS,BATCH,BR03,44.64
PS-4480fdada8,2024-03-31,2024-03-26,31991.25,KES,CHEQUE,25234,Cheque dep member 25234,FAILED,BATCH,BR11,178.29
PS-69d7c14844,2024-02-02,2024-01-14,12852.27,KES,CHEQUE,24345,Cheque dep member 24345,SUCCESS,TELLER,BR02,65.39
PS-f438f64b63,2024-02-18,2024-02-14,44285.32,KES,CHEQUE,26875,Cheque dep member 26875,SUCCESS,SYSTEM,BR04,382.2
PS-b753e03c11,2024-02-27,2024-01-10,38033.06,KES,CASH,29470,Cash deposit acc 29470,SUCCESS,SYSTEM,BR01,173.04
PS-49822d08e7,2024-01-21,2024-01-10,17419.51,KES,CHEQUE,21715,Cheque dep member 21715,SUCCESS,TELLER,BR11,117.62
PS-5599cad5d0,2024-01-22,2024-03-18,2034.16,KES,CASH,27909,CASH DEP 27909,FAILED,TELLER,BR02,5.72
PS-7ab5435c33,2024-03-10,2024-02-03,20759.35,KES,CHEQUE,23367,Cheque dep member 23367,SUCCESS,SYSTEM,BR10,80.97
PS-21e7006d3c,2024-01-20,2024-01-07,28802.61,KES,MPESA,20813,MPESA 20813,SUCCESS,TELLER,BR14,77.8
PS-f84c56e6fb,2024-01-22,2024-03-22,10383.9,KES,MPESA,29833,MPESA 29833,SUCCESS,TELLER,BR16,90.86
PS-66a195eaa9,2024-02-03,2024-01-12,23811.75,KES,MPESA,25052,M-PESA PAY 25052,SUCCESS,BATCH,BR13,82.84
PS-6a8846d723,2024-02-26,2024-02-29,9735.86,KES,MPESA,26249,MPESA 26249,SUCCESS,TELLER,BR09,63.42
PS-4a5bd5053a,2024-02-14,2024-03-10,33539.69,KES,CASH,22476,CASH DEP 22476,SUCCESS,BATCH,BR08,215.62
PS-fe226d9733,2024-03-01,2024-03-14,21222.29,KES,CASH,26342,Cash deposit acc 26342,SUCCESS,SYSTEM,BR10,55.85
PS-2e4b79b6c9,2024-03-14,2024-03-27,28775.39,KES,CASH,20568,Cash deposit acc 20568,SUCCESS,TELLER,BR15,97.35
PS-ae769a777a,2024-02-24,2024-01-11,40518.81,KES,CHEQUE,22738,Cheque dep member 22738,SUCCESS,SYSTEM,BR07,404.3
